state,district,crop_type,season,land_area_hectares,soil_type,ndvi_current,ndvi_30day_avg,rainfall_mm,avg_temperature_c,past_yield_ton_per_hectare,agri_trust_score
Karnataka,Mysuru,Maize,Kharif,14.32,Alluvial,0.601,0.372,327.8,39.5,4.08,44.12
Maharashtra,Nagpur,Cotton,Rabi,12.23,Black,0.484,0.672,523.0,23.5,3.48,68.29
Karnataka,Mysuru,Sugarcane,Kharif,1.54,Loamy,0.319,0.267,219.7,25.4,4.69,47.08
Punjab,Amritsar,Cotton,Rabi,1.14,Red,0.722,0.676,111.4,30.9,2.49,54.39
Maharashtra,Nagpur,Maize,Rabi,9.26,Loamy,0.246,0.713,495.5,33.1,5.13,66.66
Punjab,Ludhiana,Cotton,Kharif,0.51,Red,0.875,0.509,62.4,15.2,2.44,33.07
Karnataka,Belagavi,Sugarcane,Kharif,10.17,Loamy,0.469,0.815,549.3,17.1,1.05,47.7
Punjab,Amritsar,Rice,Rabi,6.98,Red,0.251,0.474,349.0,35.0,1.87,33.44
Punjab,Ludhiana,Rice,Rabi,14.56,Alluvial,0.714,0.382,602.7,37.5,5.65,73.92
Haryana,Hisar,Sugarcane,Kharif,6.46,Red,0.445,0.287,83.4,22.4,5.7,44.22
Uttar Pradesh,Kanpur,Cotton,Kharif,7.78,Red,0.231,0.345,841.3,27.0,2.15,67.53
Haryana,Hisar,Rice,Rabi,1.25,Loamy,0.357,0.448,931.8,30.6,3.52,82.68
Maharashtra,Nagpur,Cotton,Rabi,8.71,Black,0.315,0.898,523.9,23.0,3.52,67.27
Maharashtra,Nagpur,Wheat,Kharif,10.71,Red,0.658,0.478,312.2,30.4,5.72,74.39
Karnataka,Belagavi,Maize,Rabi,1.5,Loamy,0.35,0.439,793.0,37.6,3.26,59.97
Punjab,Amritsar,Rice,Rabi,2.79,Loamy,0.583,0.612,722.5,30.1,1.48,75.03
Karnataka,Belagavi,Rice,Kharif,12.67,Red,0.853,0.416,866.6,31.7,5.79,100.0
Punjab,Ludhiana,Sugarcane,Kharif,8.17,Alluvial,0.719,0.488,632.5,29.9,5.48,92.59
Maharashtra,Nagpur,Maize,Kharif,1.18,Red,0.662,0.535,963.5,30.2,4.04,100.0
Haryana,Hisar,Cotton,Rabi,10.01,Loamy,0.421,0.442,898.0,29.5,1.51,75.23
Uttar Pradesh,Lucknow,Rice,Rabi,1.53,Black,0.881,0.731,983.0,24.4,1.08,96.46
Uttar Pradesh,Lucknow,Rice,Rabi,7.71,Alluvial,0.727,0.404,837.7,31.3,5.94,100.0
Karnataka,Belagavi,Maize,Rabi,2.49,Alluvial,0.672,0.33,97.3,35.6,2.63,34.59
Maharashtra,Pune,Maize,Kharif,4.4,Loamy,0.702,0.535,865.2,19.0,4.79,87.16
Punjab,Amritsar,Sugarcane,Kharif,0.71,Red,0.511,0.325,399.9,31.9,2.75,51.96
Haryana,Hisar,Maize,Kharif,14.09,Red,0.529,0.575,760.1,20.3,5.9,85.0
Haryana,Hisar,Sugarcane,Rabi,4.81,Red,0.291,0.841,242.8,18.6,4.13,45.2
Uttar Pradesh,Lucknow,Wheat,Kharif,14.36,Loamy,0.553,0.562,984.9,17.8,5.93,91.9
Haryana,Karnal,Rice,Kharif,0.8,Loamy,0.389,0.233,197.0,24.1,1.1,26.99
Uttar Pradesh,Kanpur,Wheat,Rabi,12.51,Loamy,0.613,0.6,314.3,38.9,1.38,37.27
Uttar Pradesh,Lucknow,Wheat,Kharif,7.77,Black,0.827,0.273,555.0,22.9,4.98,78.22
Punjab,Amritsar,Wheat,Rabi,8.36,Red,0.382,0.242,890.7,27.0,4.69,85.41
Punjab,Ludhiana,Wheat,Rabi,0.94,Alluvial,0.743,0.559,366.5,35.1,3.23,60.25
Karnataka,Belagavi,Sugarcane,Rabi,7.95,Loamy,0.553,0.869,196.0,38.5,3.81,48.93
Punjab,Ludhiana,Cotton,Rabi,2.2,Alluvial,0.555,0.576,692.0,34.0,4.48,78.83
Karnataka,Belagavi,Maize,Kharif,5.72,Alluvial,0.873,0.508,961.7,34.2,4.59,100.0
Haryana,Karnal,Maize,Rabi,8.79,Red,0.255,0.781,806.3,26.4,1.6,73.56
Punjab,Ludhiana,Maize,Kharif,11.81,Alluvial,0.302,0.621,707.6,29.2,3.57,76.92
Haryana,Karnal,Cotton,Rabi,8.55,Loamy,0.853,0.572,340.0,20.5,5.46,73.45
Maharashtra,Pune,Cotton,Kharif,8.89,Alluvial,0.764,0.383,448.7,28.9,5.54,84.65
Punjab,Ludhiana,Cotton,Rabi,5.39,Loamy,0.542,0.696,90.6,23.2,3.73,49.95
Punjab,Amritsar,Rice,Rabi,2.87,Loamy,0.713,0.652,440.3,19.1,5.77,74.32
Punjab,Ludhiana,Wheat,Rabi,9.31,Alluvial,0.771,0.897,92.6,33.5,5.95,72.79
Maharashtra,Pune,Wheat,Rabi,5.67,Black,0.688,0.892,137.1,25.6,5.7,76.94
Uttar Pradesh,Lucknow,Cotton,Rabi,14.63,Loamy,0.642,0.514,836.2,20.3,3.07,77.08
Maharashtra,Pune,Cotton,Rabi,5.84,Loamy,0.489,0.214,411.8,34.1,3.58,48.75
Karnataka,Belagavi,Cotton,Rabi,8.96,Loamy,0.88,0.773,210.5,35.1,5.21,72.5
Haryana,Hisar,Sugarcane,Rabi,13.95,Red,0.894,0.654,622.0,36.0,3.58,80.64
Maharashtra,Nagpur,Rice,Rabi,10.89,Alluvial,0.84,0.254,533.7,32.7,2.04,63.23
Maharashtra,Pune,Maize,Kharif,11.76,Alluvial,0.411,0.206,226.1,20.3,2.46,27.74
Uttar Pradesh,Kanpur,Wheat,Kharif,6.8,Red,0.833,0.897,393.7,18.8,2.57,65.72
Haryana,Karnal,Maize,Rabi,11.64,Black,0.691,0.376,795.0,36.2,3.99,76.88
Uttar Pradesh,Kanpur,Wheat,Rabi,13.27,Loamy,0.445,0.342,966.7,15.8,2.83,62.21
Punjab,Ludhiana,Sugarcane,Kharif,10.95,Loamy,0.868,0.564,321.1,36.8,4.02,63.03
Punjab,Amritsar,Cotton,Kharif,10.86,Alluvial,0.468,0.769,52.4,29.9,4.07,54.78
Uttar Pradesh,Kanpur,Maize,Rabi,12.25,Alluvial,0.665,0.676,299.3,15.3,3.25,45.99
Maharashtra,Pune,Maize,Kharif,11.76,Black,0.47,0.781,520.2,35.5,3.33,63.64
Haryana,Hisar,Rice,Kharif,5.61,Red,0.234,0.608,217.1,24.4,2.35,38.8
Punjab,Amritsar,Rice,Kharif,2.38,Black,0.869,0.433,298.4,22.3,5.69,73.21
Uttar Pradesh,Lucknow,Cotton,Kharif,14.06,Alluvial,0.798,0.88,90.4,36.3,5.02,62.95
Haryana,Karnal,Cotton,Rabi,14.94,Loamy,0.495,0.557,121.3,35.8,1.49,29.17
Haryana,Hisar,Sugarcane,Kharif,5.26,Black,0.865,0.886,974.6,32.6,1.56,99.75
Haryana,Karnal,Sugarcane,Rabi,6.12,Red,0.714,0.439,190.4,33.7,3.29,50.53
Haryana,Karnal,Maize,Rabi,0.79,Alluvial,0.893,0.241,233.1,16.3,4.12,46.13
Punjab,Ludhiana,Maize,Rabi,8.2,Red,0.32,0.435,708.5,25.6,3.03,67.85
Karnataka,Belagavi,Cotton,Rabi,5.96,Loamy,0.438,0.321,367.5,24.8,3.19,51.28
Maharashtra,Pune,Rice,Kharif,2.75,Red,0.566,0.372,536.2,33.8,2.33,55.97
Haryana,Karnal,Rice,Rabi,14.43,Loamy,0.723,0.544,279.0,22.0,4.68,64.25
Karnataka,Belagavi,Cotton,Rabi,14.04,Red,0.791,0.298,103.9,28.4,2.42,51.63
Maharashtra,Nagpur,Rice,Rabi,4.7,Red,0.873,0.309,346.2,38.3,2.69,48.44
Uttar Pradesh,Kanpur,Cotton,Rabi,14.6,Black,0.393,0.75,323.2,21.9,1.29,42.92
Haryana,Karnal,Sugarcane,Kharif,11.35,Red,0.322,0.474,771.4,37.7,5.99,72.24
Maharashtra,Nagpur,Maize,Kharif,4.64,Red,0.46,0.883,53.2,22.7,5.65,58.48
Uttar Pradesh,Lucknow,Rice,Rabi,4.04,Red,0.766,0.635,438.4,31.6,5.78,86.31
Maharashtra,Nagpur,Wheat,Rabi,7.5,Red,0.651,0.622,450.6,29.1,4.52,81.27
Maharashtra,Pune,Rice,Kharif,6.67,Black,0.577,0.358,333.1,17.5,3.23,40.95
Haryana,Karnal,Sugarcane,Rabi,10.98,Loamy,0.416,0.822,949.6,38.3,1.19,67.94
Maharashtra,Pune,Maize,Kharif,6.54,Red,0.524,0.301,638.4,20.6,1.61,51.03
Uttar Pradesh,Kanpur,Maize,Kharif,1.68,Loamy,0.73,0.738,500.3,38.9,3.9,66.72
Haryana,Karnal,Sugarcane,Kharif,11.06,Alluvial,0.875,0.529,372.8,28.0,4.64,85.69
Punjab,Ludhiana,Maize,Rabi,3.54,Loamy,0.774,0.866,439.8,32.4,3.59,79.88
Karnataka,Mysuru,Cotton,Kharif,8.94,Red,0.223,0.243,297.8,33.6,1.63,25.72
Haryana,Karnal,Cotton,Kharif,1.13,Black,0.51,0.571,304.6,36.8,1.81,38.81
Uttar Pradesh,Lucknow,Wheat,Rabi,13.25,Black,0.395,0.706,456.6,30.9,5.64,76.7
Uttar Pradesh,Kanpur,Rice,Rabi,14.78,Red,0.675,0.852,705.6,36.4,4.05,83.66
Maharashtra,Pune,Maize,Rabi,8.41,Loamy,0.247,0.556,800.2,28.2,1.83,71.31
Karnataka,Belagavi,Wheat,Kharif,11.08,Loamy,0.75,0.263,602.5,24.4,1.7,64.25
Punjab,Ludhiana,Rice,Kharif,12.23,Red,0.652,0.361,958.6,15.8,2.12,65.97
Maharashtra,Pune,Cotton,Kharif,10.87,Black,0.361,0.763,505.9,30.3,1.46,59.7
Haryana,Hisar,Sugarcane,Kharif,8.45,Alluvial,0.626,0.633,525.2,27.3,5.62,90.7
Punjab,Amritsar,Cotton,Rabi,13.13,Loamy,0.217,0.59,414.7,30.1,2.8,52.88
Karnataka,Mysuru,Maize,Rabi,12.55,Red,0.375,0.237,521.7,39.4,1.32,28.94
Karnataka,Belagavi,Rice,Rabi,6.45,Black,0.781,0.339,733.3,27.6,5.52,99.27
Punjab,Amritsar,Sugarcane,Kharif,14.37,Black,0.384,0.406,708.5,17.0,5.54,64.72
Uttar Pradesh,Kanpur,Cotton,Rabi,5.19,Alluvial,0.299,0.652,805.2,38.8,2.66,58.73
Maharashtra,Pune,Wheat,Rabi,5.35,Alluvial,0.561,0.406,108.1,18.5,2.45,28.44
Haryana,Hisar,Cotton,Rabi,3.87,Red,0.509,0.508,417.6,16.1,3.67,45.95
Uttar Pradesh,Lucknow,Rice,Rabi,1.41,Alluvial,0.629,0.849,582.3,16.8,5.65,78.2
Karnataka,Belagavi,Maize,Kharif,3.41,Alluvial,0.4,0.365,662.8,28.2,4.61,78.91
Punjab,Amritsar,Sugarcane,Kharif,14.75,Red,0.453,0.632,871.2,17.3,5.0,78.81
Karnataka,Mysuru,Maize,Kharif,14.77,Red,0.421,0.292,941.3,37.3,4.08,70.9
Punjab,Ludhiana,Sugarcane,Kharif,4.24,Loamy,0.58,0.537,417.0,33.7,3.82,62.27
Karnataka,Belagavi,Sugarcane,Kharif,10.84,Loamy,0.254,0.625,632.0,24.5,2.61,62.16
Maharashtra,Nagpur,Sugarcane,Rabi,12.2,Red,0.387,0.592,423.3,19.3,1.36,38.91
Maharashtra,Nagpur,Sugarcane,Kharif,9.75,Loamy,0.718,0.225,415.4,30.1,5.24,73.52
Karnataka,Belagavi,Cotton,Rabi,1.54,Alluvial,0.699,0.479,507.5,30.1,5.93,87.27
Uttar Pradesh,Kanpur,Sugarcane,Kharif,0.8,Loamy,0.515,0.742,235.5,19.7,2.55,44.5
Karnataka,Mysuru,Wheat,Rabi,7.02,Red,0.529,0.427,756.2,28.1,5.57,94.65
Maharashtra,Nagpur,Cotton,Kharif,6.15,Alluvial,0.745,0.211,553.1,23.4,2.25,61.05
Uttar Pradesh,Lucknow,Rice,Rabi,4.98,Alluvial,0.467,0.549,620.4,29.6,4.15,78.64
Punjab,Ludhiana,Wheat,Rabi,1.64,Alluvial,0.873,0.863,726.1,27.9,2.25,99.48
Karnataka,Mysuru,Sugarcane,Rabi,7.54,Black,0.571,0.859,419.7,33.9,2.67,64.0
Uttar Pradesh,Lucknow,Maize,Kharif,1.6,Red,0.773,0.299,402.3,32.7,5.08,70.64
Haryana,Karnal,Wheat,Kharif,8.4,Red,0.47,0.251,491.4,21.9,1.38,41.99
Maharashtra,Nagpur,Maize,Rabi,4.81,Red,0.263,0.356,320.7,23.6,4.17,46.19
Punjab,Ludhiana,Rice,Kharif,7.15,Black,0.47,0.467,669.7,25.0,4.08,76.01
Maharashtra,Pune,Wheat,Kharif,10.64,Loamy,0.845,0.546,812.5,37.7,3.79,83.4
Karnataka,Belagavi,Sugarcane,Kharif,6.3,Red,0.36,0.885,574.0,27.9,5.73,91.88
Punjab,Ludhiana,Maize,Kharif,14.53,Black,0.5,0.835,590.4,26.9,2.53,78.34
Maharashtra,Pune,Rice,Kharif,10.71,Black,0.779,0.738,312.8,20.1,2.29,57.01
Karnataka,Mysuru,Maize,Kharif,4.1,Loamy,0.203,0.219,389.9,18.1,1.11,17.83
Maharashtra,Nagpur,Sugarcane,Kharif,3.1,Alluvial,0.233,0.721,168.7,15.6,3.94,29.51
Punjab,Ludhiana,Rice,Rabi,5.13,Black,0.203,0.875,541.1,29.3,4.33,75.09
Karnataka,Belagavi,Cotton,Kharif,0.58,Red,0.678,0.766,906.9,29.2,1.61,93.88
Maharashtra,Pune,Wheat,Rabi,13.98,Loamy,0.564,0.652,219.3,21.6,1.61,42.26
Maharashtra,Nagpur,Sugarcane,Kharif,12.57,Red,0.301,0.713,328.1,21.5,5.11,57.31
Karnataka,Belagavi,Rice,Rabi,0.68,Loamy,0.744,0.336,606.5,26.2,3.86,80.47
Haryana,Karnal,Maize,Rabi,5.71,Alluvial,0.572,0.5,346.3,38.7,4.98,53.33
Uttar Pradesh,Kanpur,Wheat,Kharif,6.28,Loamy,0.79,0.694,625.2,38.7,2.15,65.61
Maharashtra,Nagpur,Sugarcane,Rabi,10.9,Alluvial,0.767,0.49,363.6,29.6,3.6,72.08
Uttar Pradesh,Kanpur,Maize,Kharif,7.38,Red,0.797,0.662,792.8,17.9,1.25,70.14
Maharashtra,Nagpur,Maize,Rabi,11.41,Alluvial,0.334,0.457,894.1,38.4,5.61,75.07
Punjab,Ludhiana,Maize,Rabi,1.37,Red,0.645,0.873,626.6,34.9,1.59,69.88
Karnataka,Belagavi,Sugarcane,Rabi,7.84,Loamy,0.888,0.282,441.9,23.3,3.58,68.72
Punjab,Ludhiana,Cotton,Rabi,1.33,Black,0.413,0.262,107.3,25.5,2.0,31.37
Punjab,Ludhiana,Sugarcane,Kharif,2.22,Black,0.68,0.875,660.6,21.5,3.6,83.7
Karnataka,Mysuru,Rice,Kharif,12.5,Alluvial,0.496,0.788,453.6,35.7,5.66,72.64
Punjab,Ludhiana,Sugarcane,Kharif,6.06,Black,0.398,0.852,237.5,33.6,4.26,57.2
Maharashtra,Pune,Rice,Kharif,5.06,Black,0.547,0.861,72.0,34.9,2.26,41.77
Karnataka,Belagavi,Sugarcane,Kharif,13.11,Red,0.565,0.701,578.8,35.3,5.22,77.74
Haryana,Karnal,Rice,Rabi,4.37,Alluvial,0.474,0.701,161.1,39.0,1.21,26.22
Haryana,Karnal,Sugarcane,Rabi,9.32,Red,0.494,0.859,960.6,27.6,3.7,100.0
Haryana,Hisar,Sugarcane,Kharif,7.22,Loamy,0.689,0.774,145.2,37.5,5.66,60.03
Uttar Pradesh,Lucknow,Wheat,Kharif,9.47,Black,0.737,0.666,645.2,24.3,4.15,88.06
Uttar Pradesh,Lucknow,Wheat,Rabi,4.01,Black,0.456,0.714,337.0,32.1,3.16,58.26
Punjab,Amritsar,Rice,Rabi,4.74,Black,0.449,0.521,695.9,26.5,3.97,80.39
Maharashtra,Pune,Wheat,Rabi,14.36,Alluvial,0.607,0.25,516.6,19.6,3.42,53.62
Maharashtra,Pune,Wheat,Rabi,3.79,Black,0.89,0.489,407.6,36.6,1.33,53.2
Punjab,Ludhiana,Sugarcane,Rabi,8.34,Loamy,0.293,0.823,608.4,20.9,2.54,59.75
Punjab,Amritsar,Sugarcane,Kharif,5.31,Alluvial,0.878,0.235,109.8,32.5,5.44,60.3
Uttar Pradesh,Lucknow,Sugarcane,Kharif,13.39,Black,0.691,0.67,769.5,27.5,2.1,88.91
Uttar Pradesh,Lucknow,Cotton,Kharif,8.99,Loamy,0.304,0.285,796.6,32.3,4.84,73.2
Maharashtra,Pune,Rice,Kharif,13.12,Red,0.447,0.274,322.4,19.5,3.45,38.87
Haryana,Karnal,Cotton,Rabi,14.3,Red,0.421,0.74,489.9,34.5,3.41,61.78
Haryana,Hisar,Maize,Kharif,1.96,Alluvial,0.832,0.249,67.3,27.4,4.02,57.61
Karnataka,Mysuru,Wheat,Rabi,9.58,Alluvial,0.519,0.301,210.5,27.1,3.32,51.01
Punjab,Amritsar,Rice,Rabi,14.55,Black,0.757,0.224,880.9,26.8,2.82,87.84
Haryana,Karnal,Rice,Kharif,2.59,Loamy,0.38,0.789,680.1,26.2,1.91,72.98
Haryana,Hisar,Sugarcane,Rabi,7.26,Red,0.531,0.375,621.5,18.0,4.17,59.89
Karnataka,Belagavi,Wheat,Kharif,12.66,Black,0.711,0.571,545.0,17.7,3.17,61.66
Haryana,Karnal,Rice,Kharif,2.83,Black,0.756,0.719,905.8,24.3,1.88,91.72
Maharashtra,Pune,Maize,Kharif,3.41,Red,0.484,0.34,598.6,32.8,5.28,72.17
Karnataka,Mysuru,Rice,Kharif,11.68,Alluvial,0.64,0.472,200.8,23.0,4.72,57.84
Uttar Pradesh,Lucknow,Maize,Kharif,14.39,Alluvial,0.875,0.721,419.8,36.6,5.38,79.34
Punjab,Amritsar,Maize,Kharif,1.82,Black,0.84,0.239,331.1,27.2,1.11,55.88
Punjab,Amritsar,Sugarcane,Rabi,14.87,Red,0.371,0.811,915.7,35.4,1.57,72.1
Haryana,Hisar,Maize,Kharif,1.38,Loamy,0.392,0.825,506.0,30.0,4.26,76.94
Karnataka,Belagavi,Wheat,Rabi,1.1,Red,0.628,0.661,523.4,34.1,3.82,71.58
Uttar Pradesh,Kanpur,Sugarcane,Rabi,12.56,Black,0.428,0.488,804.0,30.9,3.21,77.63
Haryana,Karnal,Maize,Kharif,14.12,Alluvial,0.396,0.427,998.9,39.5,5.43,78.63
Uttar Pradesh,Kanpur,Rice,Rabi,4.19,Black,0.583,0.802,142.6,29.1,4.05,65.63
Uttar Pradesh,Kanpur,Maize,Rabi,2.06,Black,0.447,0.712,378.7,22.8,1.58,49.88
Punjab,Ludhiana,Wheat,Kharif,3.61,Loamy,0.644,0.772,830.3,38.4,4.28,83.96
Uttar Pradesh,Kanpur,Sugarcane,Rabi,14.59,Loamy,0.656,0.338,475.5,27.4,4.79,77.93
Punjab,Ludhiana,Sugarcane,Kharif,2.79,Red,0.418,0.472,639.0,23.8,5.77,78.83
Maharashtra,Pune,Maize,Rabi,9.27,Loamy,0.453,0.751,644.8,30.5,3.44,79.07
Haryana,Karnal,Rice,Kharif,6.12,Red,0.784,0.809,660.7,21.4,2.2,78.5
Haryana,Karnal,Rice,Kharif,2.08,Loamy,0.55,0.678,283.4,39.2,2.75,41.72
Uttar Pradesh,Kanpur,Wheat,Kharif,5.01,Red,0.215,0.467,935.9,34.5,4.1,73.5
Maharashtra,Pune,Wheat,Rabi,5.37,Loamy,0.489,0.616,858.0,21.4,3.35,78.96
Uttar Pradesh,Kanpur,Rice,Kharif,10.4,Red,0.729,0.881,553.9,19.1,5.69,85.89
Maharashtra,Pune,Wheat,Rabi,1.62,Red,0.798,0.867,574.7,34.3,4.3,87.24
Uttar Pradesh,Lucknow,Rice,Rabi,7.7,Black,0.613,0.572,318.3,31.1,3.55,63.22
Karnataka,Belagavi,Cotton,Kharif,14.39,Loamy,0.89,0.313,582.9,29.0,3.26,82.42
Maharashtra,Pune,Rice,Rabi,4.41,Loamy,0.504,0.541,334.0,17.4,1.63,34.81
Karnataka,Mysuru,Sugarcane,Rabi,13.87,Alluvial,0.579,0.273,936.4,18.3,6.0,84.51
Karnataka,Belagavi,Rice,Kharif,0.63,Black,0.771,0.278,995.7,34.3,3.9,90.62
Karnataka,Belagavi,Cotton,Kharif,14.4,Alluvial,0.877,0.313,771.7,36.2,5.44,87.91
Maharashtra,Nagpur,Wheat,Kharif,12.53,Alluvial,0.86,0.526,483.3,27.6,4.62,89.71
Punjab,Amritsar,Maize,Rabi,14.26,Red,0.383,0.647,837.0,22.5,4.18,81.33
Haryana,Karnal,Rice,Rabi,6.85,Red,0.576,0.753,165.1,26.0,2.5,55.74
Punjab,Ludhiana,Cotton,Rabi,12.25,Red,0.831,0.639,366.8,25.7,5.85,88.05
Uttar Pradesh,Kanpur,Sugarcane,Kharif,9.54,Alluvial,0.869,0.69,167.3,24.9,5.58,77.73
Uttar Pradesh,Kanpur,Maize,Kharif,11.98,Red,0.665,0.825,430.5,24.3,1.16,63.82
Maharashtra,Pune,Rice,Rabi,3.43,Loamy,0.445,0.21,553.7,22.0,1.06,41.81
Uttar Pradesh,Lucknow,Maize,Kharif,7.57,Loamy,0.62,0.712,672.3,33.3,4.81,86.56
Haryana,Hisar,Sugarcane,Rabi,0.9,Black,0.885,0.466,891.8,26.0,3.11,98.76
Punjab,Ludhiana,Rice,Kharif,14.47,Red,0.207,0.871,753.2,17.1,3.08,60.28
Punjab,Amritsar,Cotton,Kharif,13.86,Black,0.823,0.421,997.0,22.5,4.61,100.0
Maharashtra,Nagpur,Sugarcane,Kharif,14.6,Loamy,0.825,0.351,771.7,16.2,5.09,78.09
Punjab,Ludhiana,Cotton,Rabi,2.83,Loamy,0.539,0.816,823.7,39.1,4.09,78.7
Haryana,Karnal,Wheat,Kharif,13.93,Alluvial,0.425,0.813,425.2,22.7,3.54,63.56
Karnataka,Belagavi,Sugarcane,Kharif,4.52,Loamy,0.79,0.899,665.8,21.3,2.19,80.97
Maharashtra,Nagpur,Cotton,Rabi,1.9,Alluvial,0.539,0.689,857.8,19.3,3.19,77.53
Punjab,Amritsar,Rice,Kharif,9.01,Red,0.212,0.486,227.5,39.2,3.91,28.09
Haryana,Karnal,Wheat,Kharif,12.21,Black,0.599,0.491,539.7,20.8,2.01,55.88
Uttar Pradesh,Lucknow,Wheat,Rabi,7.05,Black,0.289,0.752,550.4,38.6,3.95,54.98
Karnataka,Belagavi,Sugarcane,Rabi,14.86,Red,0.491,0.767,646.2,39.0,2.19,57.62
Karnataka,Belagavi,Rice,Rabi,4.4,Alluvial,0.548,0.637,127.2,33.6,4.53,52.92
Uttar Pradesh,Kanpur,Maize,Kharif,9.89,Alluvial,0.233,0.462,128.7,15.1,5.8,29.34
Haryana,Karnal,Sugarcane,Rabi,13.88,Alluvial,0.798,0.581,121.0,17.2,5.48,54.3
Maharashtra,Pune,Sugarcane,Rabi,9.84,Red,0.765,0.712,634.8,20.8,2.31,73.47
Punjab,Ludhiana,Sugarcane,Rabi,3.22,Black,0.676,0.472,585.1,30.4,4.88,84.32
Karnataka,Belagavi,Rice,Rabi,2.38,Red,0.477,0.819,454.1,18.2,2.56,53.07
Haryana,Hisar,Rice,Kharif,11.14,Alluvial,0.791,0.764,63.9,18.1,3.12,45.78
Uttar Pradesh,Lucknow,Maize,Kharif,8.38,Red,0.641,0.863,307.6,31.6,1.18,58.09
Haryana,Karnal,Wheat,Kharif,3.4,Red,0.262,0.418,789.5,21.4,1.65,54.14
Maharashtra,Pune,Wheat,Rabi,10.48,Loamy,0.425,0.831,479.2,27.8,5.74,87.91
Uttar Pradesh,Kanpur,Rice,Rabi,1.8,Loamy,0.765,0.366,107.9,26.8,2.57,51.77
Uttar Pradesh,Kanpur,Rice,Kharif,6.02,Loamy,0.217,0.834,360.6,27.7,3.78,64.78
Karnataka,Mysuru,Wheat,Rabi,14.5,Alluvial,0.89,0.752,481.4,27.4,3.18,88.72
Karnataka,Mysuru,Wheat,Rabi,12.12,Alluvial,0.82,0.69,936.0,37.6,3.76,92.35
Maharashtra,Nagpur,Cotton,Rabi,12.53,Red,0.292,0.421,410.8,35.2,1.42,33.98
Haryana,Karnal,Maize,Rabi,10.35,Red,0.825,0.333,331.8,17.6,2.52,45.59
Maharashtra,Nagpur,Maize,Kharif,13.7,Alluvial,0.206,0.664,116.1,28.1,4.75,53.16
Punjab,Amritsar,Wheat,Kharif,4.47,Alluvial,0.637,0.302,734.3,25.6,2.77,75.61
Maharashtra,Nagpur,Maize,Kharif,13.23,Red,0.458,0.801,529.0,20.2,4.06,67.21
Uttar Pradesh,Kanpur,Wheat,Rabi,9.7,Red,0.392,0.618,708.4,17.9,3.6,62.39
Haryana,Karnal,Maize,Kharif,13.36,Alluvial,0.229,0.89,835.7,34.0,4.46,82.35
Haryana,Karnal,Wheat,Kharif,5.6,Red,0.63,0.436,971.6,37.5,3.84,81.73
Karnataka,Belagavi,Rice,Kharif,4.19,Red,0.837,0.614,751.0,26.0,5.03,100.0
Haryana,Karnal,Maize,Rabi,3.06,Black,0.489,0.316,665.9,21.0,2.9,58.81
Punjab,Amritsar,Rice,Rabi,11.14,Red,0.525,0.641,853.9,36.1,2.62,73.99
Haryana,Karnal,Sugarcane,Kharif,11.88,Red,0.704,0.656,967.1,29.5,2.24,97.59
Punjab,Ludhiana,Sugarcane,Kharif,11.58,Red,0.248,0.469,273.6,33.5,2.14,33.79
Uttar Pradesh,Lucknow,Cotton,Kharif,13.05,Loamy,0.332,0.589,744.7,22.3,2.97,67.03
Punjab,Amritsar,Cotton,Rabi,9.57,Black,0.549,0.488,391.4,19.2,5.87,62.74
Haryana,Karnal,Maize,Kharif,13.57,Alluvial,0.758,0.24,431.9,32.4,1.15,51.08
Punjab,Amritsar,Wheat,Kharif,1.24,Alluvial,0.606,0.863,842.9,39.4,4.77,85.98
Maharashtra,Pune,Wheat,Rabi,5.19,Loamy,0.894,0.747,818.0,21.5,1.73,86.52
Maharashtra,Nagpur,Cotton,Rabi,7.09,Red,0.464,0.513,447.8,33.9,5.64,67.86
Uttar Pradesh,Lucknow,Sugarcane,Rabi,9.28,Red,0.711,0.766,900.6,22.6,3.37,95.11
Haryana,Hisar,Cotton,Kharif,10.53,Red,0.467,0.826,251.6,37.1,4.22,52.47
Haryana,Hisar,Wheat,Rabi,4.38,Red,0.333,0.577,482.9,23.1,5.17,66.28
Punjab,Amritsar,Maize,Rabi,14.61,Black,0.884,0.378,208.9,27.4,3.41,66.68
Punjab,Ludhiana,Cotton,Kharif,8.77,Red,0.853,0.296,719.6,25.9,2.47,81.39
Punjab,Ludhiana,Maize,Kharif,3.53,Black,0.377,0.517,109.8,28.9,2.55,42.56
Uttar Pradesh,Lucknow,Wheat,Kharif,9.88,Black,0.865,0.32,446.3,29.4,3.25,74.04
Haryana,Hisar,Cotton,Rabi,12.04,Loamy,0.667,0.233,383.7,29.3,3.54,63.46
Uttar Pradesh,Kanpur,Sugarcane,Kharif,11.72,Loamy,0.239,0.501,439.3,29.0,1.28,47.25
Punjab,Amritsar,Sugarcane,Rabi,9.13,Loamy,0.858,0.899,463.0,31.7,2.07,78.6
Punjab,Amritsar,Maize,Kharif,12.95,Red,0.418,0.52,518.9,28.0,1.67,61.92
Karnataka,Mysuru,Maize,Rabi,6.66,Red,0.231,0.429,892.7,17.3,5.74,70.75
Haryana,Hisar,Rice,Kharif,1.92,Black,0.71,0.284,808.9,17.4,2.63,64.34
Karnataka,Belagavi,Rice,Kharif,10.3,Red,0.268,0.452,330.7,36.2,3.57,38.66
